ONS LA Code,Region/Local Authority,Cars,Motorcycles,Light Goods Vehicles,Heavy Goods Vehicles,Buses and coaches,Other vehicles 2,Total,Diesel Cars,Diesel Vans
E10000002,   Buckinghamshire,318.7,11.2,32.9,6.1,1.3,5.5,375.7,114.4,30.9
E07000004,      Aylesbury Vale,113.4,4.3,12.7,1.7,0.6,3,135.7,43.1,12
E07000005,      Chiltern,59,1.9,4.8,0.3,0.1,0.7,66.7,19.2,4.5
E07000006,      South Bucks,44.2,1.4,4.5,1,0.2,0.5,51.6,15.3,4.2
E07000007,      Wycombe,102.2,3.7,10.9,3.1,0.4,1.2,121.5,36.9,10.1
,      Local Authority District unknown 3,0.1,-,-,0,0,-,0.2,-,-
E10000011,   East Sussex,288.3,14.5,38.9,2.6,1,6,351.2,90.7,36.8
E07000061,      Eastbourne,47.1,1.9,5.4,0.2,0.2,0.4,55.2,13.1,5.2
E07000062,      Hastings,39.3,2.3,4.9,0.2,0.2,0.3,47.2,12,4.7
E07000063,      Lewes,50.7,2.4,6.7,0.5,0.3,1,61.6,15.6,6.3
E07000064,      Rother,53.3,3,7.5,0.5,0.2,1.6,66,17.4,7
E07000065,      Wealden,97.9,4.8,14.4,1.1,0.3,2.7,121.1,32.6,13.5
,      Local Authority District unknown 3,0.1,-,-,-,0,-,0.1,-,-
E10000014,   Hampshire,865.3,40.5,145,16.7,3.7,14.7,"1,085.90",304.8,140
E07000084,      Basingstoke and Deane,99.8,4.6,10.1,2.8,0.2,1.7,119.2,37.4,9.6
E07000085,      East Hampshire,78,4,9.6,0.7,0.4,1.4,94,29.1,9.1
E07000086,      Eastleigh,75.6,3.8,9.6,2.5,0.2,1,92.7,25.9,9.3
E07000087,      Fareham,67.1,3.6,7.6,0.7,0.3,0.7,79.9,22.7,7.2
E07000088,      Gosport,39.5,2.7,3.9,0.2,0.1,0.3,46.6,12.6,3.7
E07000089,      Hart,60.9,2.7,5.5,1.1,0.3,0.8,71.2,21.3,5.2
E07000090,      Havant,66,4,8.6,0.4,0.1,0.8,79.9,23.1,8.1
E07000091,      New Forest,109.8,5.9,15.6,1.4,0.3,2.8,135.8,38.2,14.7
E07000092,      Rushmoor,121.1,2.4,42.5,3.3,0.6,0.3,170.2,37.1,42.1
E07000093,      Test Valley,77.6,3.7,22.3,2.4,0.7,2.8,109.4,30.6,21.8
E07000094,      Winchester,70,3.2,9.7,1.1,0.5,2.1,86.6,26.8,9.2
,      Local Authority District unknown 3,0.1,0.1,-,-,-,-,0.3,-,-
E10000016,   Kent,804.3,37.2,94.6,12,3.8,16.7,968.5,292.3,90
E07000105,      Ashford,70.6,3.1,8.6,0.8,0.3,2.1,85.5,27.9,8.2
E07000106,      Canterbury,72.5,3.3,7.6,0.5,0.7,1.3,85.9,26.1,7.1
E07000107,      Dartford,55.4,2.3,8.1,0.8,0.2,0.6,67.4,18.6,7.9
E07000108,      Dover,58.3,3.1,6.5,1.1,0.2,1.3,70.5,22.6,6.2
E07000109,      Gravesham,51.3,2.3,5,0.6,0.2,0.4,59.8,18.6,4.8
E07000110,      Maidstone,93.2,4.1,12,1.1,1,2.2,113.6,35.6,11.5
E07000111,      Sevenoaks,69.8,3.2,8.4,0.8,0.2,2.3,84.7,23.1,7.9
E07000112,      Shepway,56.1,2.9,6.3,0.5,0.2,1.5,67.4,21.6,5.9
E07000113,      Swale,76.2,3.6,9.7,1.7,0.3,1.5,93,29.2,9.3
E07000114,      Thanet,64.7,3.5,6.8,0.4,0.2,1,76.7,22.5,6.4
E07000115,      Tonbridge and Malling,74.1,3.3,9.4,3.3,0.2,1.2,91.5,26.1,9.1
E07000116,      Tunbridge Wells,61.9,2.4,6.1,0.5,0.2,1.1,72.2,20.5,5.7
,      Local Authority District unknown 3,0.2,0.1,0.1,-,-,0.1,0.5,-,-
E10000025,   Oxfordshire,383.6,16.9,42.9,4.5,1.7,9.1,458.6,153,40.8
E07000177,      Cherwell,107.2,3.9,10.8,1.1,0.4,2.4,125.8,50.2,10.3
E07000178,      Oxford,49,2,4.2,1,0.6,0.8,57.6,17.4,4
E07000179,      South Oxfordshire,86.1,3.9,10.3,0.8,0.3,2.4,103.7,31.5,9.7
E07000180,      Vale of White Horse,76.2,3.9,9.1,0.7,0.2,1.7,91.8,28.7,8.7
E07000181,      West Oxfordshire,65,3.1,8.5,0.9,0.2,1.8,79.6,25.2,8.1
,      Local Authority District unknown 3,0.1,0.1,-,-,-,-,0.2,-,-
E10000030,   Surrey,679.7,29.8,69.4,5.4,2.1,7.8,794.2,210.8,65.5
E07000207,      Elmbridge,81.3,3.1,9.6,0.6,0.3,0.4,95.2,24.8,9.1
E07000208,      Epsom and Ewell,40.4,1.6,3.2,0.1,0.2,0.4,45.9,10.8,3
E07000209,      Guildford,77.7,3.6,8.1,0.7,0.3,0.7,91.1,25,7.7
E07000210,      Mole Valley,55.2,2.4,6,0.5,0.2,0.9,65.2,16,5.6
E07000211,      Reigate and Banstead,83.4,3.4,8,0.6,0.2,1.6,97.2,24.7,7.6
E07000212,      Runnymede,46.6,2.8,6,0.7,0.2,0.4,56.7,14.8,5.7
E07000213,      Spelthorne,55.3,2.4,5.7,0.6,0.1,0.3,64.5,16.6,5.5
E07000214,      Surrey Heath,55.4,2.6,4.8,0.4,0.1,0.7,63.9,18.5,4.6
E07000215,      Tandridge,51.9,2.2,6.1,0.6,0.2,1.2,62.1,16.4,5.7
E07000216,      Waverley,76.3,3.3,7.4,0.5,0.3,1,88.8,25.6,6.8
E07000217,      Woking,56,2.3,4.3,0.2,0.1,0.3,63.3,17.6,4.1
,      Local Authority District unknown 3,0.2,0.1,-,-,0,-,0.3,-,-
E10000032,   West Sussex,472,22.1,54.3,4.6,2.1,7.5,562.6,153.4,51.1
E07000223,      Adur,31.3,2,4.3,0.3,0.1,0.3,38.4,9.4,4.1
E07000224,      Arun,88.4,4.1,10,0.8,0.2,1.1,104.5,27.9,9.4
E07000225,      Chichester,71.4,3.3,10.2,0.8,0.8,2.3,88.8,25.2,9.5
E07000226,      Crawley,53.5,2.1,4.7,0.5,0.3,0.4,61.6,18.3,4.5
E07000227,      Horsham,87.9,4.1,10.6,1.2,0.2,1.8,105.8,29.1,9.9
E07000228,      Mid Sussex,85.7,3.9,8.8,0.7,0.3,1.2,100.5,28.2,8.3
E07000229,      Worthing,53.8,2.5,5.7,0.2,0.2,0.4,62.8,15.4,5.3
,      Local Authority District unknown 3,0.1,-,-,0,-,-,0.2,-,-
,   Local Authority unknown 3,0.8,0.4,0.2,-,-,0.2,1.6,0.1,0.1
E12000009,South West,"3,288.50",157.1,540.8,44.6,19.4,115,"4,165.40","1,300.00",518.6
E06000022,   Bath and North East Somerset UA,95.3,4.7,11.3,0.9,0.4,1.7,114.3,31.2,10.7
E06000028,   Bournemouth UA,87.5,4.1,9.5,0.4,0.4,0.6,102.6,27.1,9
E06000023,   Bristol City UA,183.2,8.7,28,2,3.3,2.4,227.6,61,26.8
E06000052,   Cornwall UA,303,18.2,58.5,4.2,1.3,16.3,401.5,135.3,55.9
E06000053,   Isles of Scilly UA,0.5,0.1,0.2,-,-,0.1,0.9,0.2,0.2
E06000024,   North Somerset UA,122.3,6,14.1,2.1,0.4,2.4,147.4,45.7,13.4
E06000026,   Plymouth UA,114.6,7.1,12.6,0.6,0.5,0.8,136.3,45.2,12.2
E06000029,   Poole UA,82.8,4.4,12.6,0.8,1.1,0.9,102.6,26.2,11.9
E06000025,   South Gloucestershire UA,255.5,8.2,41.2,1.8,0.5,13.3,320.5,97.1,40.2
E06000030,   Swindon UA,234.4,5.2,49.6,4.5,3.2,1.3,298.2,110.5,48.9
E06000027,   Torbay UA,67.5,4,8.9,0.5,0.2,0.6,81.6,23.8,8.5
E06000054,   Wiltshire UA,289.9,14.9,50,4.3,0.9,10.1,370.2,117.7,48
E10000008,   Devon,447.4,23.1,82.5,6.7,2.5,27.7,590.1,182,78.7
E07000040,      East Devon,83.3,4.2,13.6,1,0.3,4.7,107.2,32.5,12.8
E07000041,      Exeter,68.1,2.8,12.9,0.5,0.8,1.3,86.4,24.5,12.6
E07000042,      Mid Devon,46.5,2.5,8.6,0.9,0.2,4.5,63.2,20.8,8.2
E07000043,      North Devon,51.2,2.8,10.4,0.9,0.2,4.1,69.6,21.1,10
E07000044,      South Hams,51.7,2.9,9.6,0.6,0.3,3.1,68.2,21.5,9.1
E07000045,      Teignbridge,75.8,4.6,13.7,1.1,0.3,2.8,98.3,30,13
E07000046,      Torridge,38,1.8,7.8,0.6,0.3,4,52.5,16.6,7.4
E07000047,      West Devon,32.7,1.5,6,1,0.1,3.1,44.4,15.1,5.7
,      Local Authority District unknown 3,0.1,0.1,0.1,-,-,0.1,0.4,-,-
E10000009,   Dorset,251,13.5,39,3,1.4,9.2,317.1,92.5,37
E07000048,      Christchurch,28.4,1.3,3.3,0.1,0.1,0.3,33.6,8.4,3.2
E07000049,      East Dorset,58.9,2.9,9.4,0.8,0.8,1.3,74,20.7,9
E07000050,      North Dorset,42.8,2.3,6.9,0.6,0.2,2.3,55,18.1,6.5
E07000051,      Purbeck,27.2,1.7,4.5,0.4,0.1,1.1,34.9,9.7,4.3
E07000052,      West Dorset,61.3,3.2,10.8,0.9,0.2,3.8,80.2,23.9,10.3
E07000053,      Weymouth and Portland,32.4,2.2,4.1,0.2,0.1,0.4,39.3,11.7,3.9
,      Local Authority District unknown 3,0.1,-,-,-,0,-,0.1,-,-
E10000013,   Gloucestershire,431.1,17.1,73.1,6.9,1.7,10.8,540.7,172.7,70.4
E07000078,      Cheltenham,57.9,2.4,5.2,0.5,0.1,0.4,66.5,20,5
E07000079,      Cotswold,57,2.6,8.3,0.9,0.3,3.4,72.6,23.1,7.9
E07000080,      Forest of Dean,124,2.9,33.8,1.9,0.3,2.7,165.6,54.1,33
E07000081,      Gloucester,64.6,2.8,7.2,0.5,0.6,0.5,76.2,24.9,7
E07000082,      Stroud,72.4,3.8,10.4,1.8,0.3,2.1,90.8,29.4,9.9
E07000083,      Tewkesbury,55,2.6,8,1.3,0.2,1.6,68.7,21.2,7.7
,      Local Authority District unknown 3,0.1,0.1,-,-,0,-,0.2,-,-
E10000027,   Somerset,321.9,17.6,49.5,5.9,1.4,16.4,412.7,131.7,46.8
E07000187,      Mendip,66.4,3.4,10.9,1.6,0.3,3.3,85.9,26.2,10.4
E07000188,      Sedgemoor,69.7,4.1,10.9,1.6,0.2,3.2,89.7,29.4,10.4
E07000189,      South Somerset,100.4,5.6,14.8,1.7,0.4,5.5,128.4,40.9,13.9
E07000190,      Taunton Deane,65.3,3.4,9.2,0.8,0.4,2.5,81.7,26.7,8.7
E07000191,      West Somerset,20,1.1,3.7,0.2,0.1,1.8,26.8,8.4,3.5
,      Local Authority District unknown 3,0.1,-,-,-,0,-,0.2,-,-
,   Local Authority unknown 3,0.5,0.3,0.2,-,-,0.2,1.2,0.1,0.1
W92000004,Wales,"1,583.50",60.2,221.8,22.5,9.1,59.2,"1,956.30",687.9,215
W06000001,   Isle of Anglesey,38.7,1.7,6.6,0.6,0.2,2,49.8,19.9,6.4
W06000002,   Gwynedd,59.3,2.2,12.5,1,0.4,4.1,79.5,30.8,12.1
W06000003,   Conwy,61.6,2.7,9.3,0.6,0.3,2.6,77.1,26.6,9
W06000004,   Denbighshire,50.5,2.1,7.8,0.9,0.2,2.8,64.3,22.8,7.6
W06000005,   Flintshire,87.3,3.9,10.8,1.7,0.3,2.3,106.2,37.2,10.5
W06000006,   Wrexham,69.2,3.1,9,1.2,0.2,2.6,85.4,30.1,8.7
W06000023,   Powys,75.9,3.7,17.3,1.8,0.6,10.1,109.4,37.7,16.7
W06000008,   Ceredigion,37.6,1.6,8.4,0.7,0.3,4.6,53.2,19.4,8.1
W06000009,   Pembrokeshire,67.8,3,12.7,1.5,0.4,5.7,91,31.6,12.3
W06000010,   Carmarthenshire,102.5,4.3,17,2.3,0.6,6.9,133.5,49.3,16.5
W06000011,   Swansea,127.2,4.3,20.3,1.2,1.3,3.9,158.2,49.9,19.7
W06000012,   Neath Port Talbot,70.2,2.9,8.6,0.7,0.3,1.1,83.7,29.1,8.3
W06000013,   Bridgend,75.8,2.7,9.6,1.1,0.4,1,90.5,30.9,9.3
W06000014,   The Vale of Glamorgan,69.6,2.5,6.8,0.7,0.2,1.1,80.9,27.4,6.6
W06000015,   Cardiff,145.9,3.7,12.8,1.1,0.8,1.1,165.3,55.1,12.4
W06000016,   Rhondda Cynon Taf,116,3.9,14.9,1.4,0.7,1.3,138.1,48,14.6
W06000024,   Merthyr Tydfil,27.3,0.7,3.1,0.2,0.2,0.2,31.6,12.8,3
W06000018,   Caerphilly,88.4,3.2,10.9,1.1,0.4,0.9,104.9,38.3,10.7
W06000019,   Blaenau Gwent,33.9,1.2,3.5,0.3,0.1,0.3,39.4,16.1,3.4
W06000020,   Torfaen,48,1.9,5.8,0.4,0.6,0.5,57.3,19.1,5.7
W06000021,   Monmouthshire,55.5,2.4,7.3,1,0.2,3,69.5,25,7
W06000022,   Newport,75.2,2.5,6.6,1.1,0.3,0.9,86.4,30.9,6.4
,   Local Authority unknown 3,0.5,0.2,0.2,-,-,0.3,1.2,0.1,0.1
S92000003,Scotland,"2,524.50",71.7,307.6,36.8,14.2,86.1,"3,040.80","1,034.30",300.1
S12000033,   Aberdeen City,95.1,3,8.8,1.2,0.6,1.3,110,33.1,8.6
S12000034,   Aberdeenshire,145.9,5.3,23.2,2.8,0.7,13.6,191.5,70.2,22.6
S12000041,   Angus,59.8,2.4,7.9,1.1,0.2,4,75.3,26.1,7.6
S12000035,   Argyll and Bute,42.8,1.4,8,0.8,0.4,2.1,55.4,19.3,7.8
S12000005,   Clackmannanshire,26.4,0.8,2.5,0.2,0.1,0.3,30.3,10.2,2.4
S12000006,   Dumfries and Galloway,76.4,2.9,13.7,1.8,0.3,7.3,102.4,37.4,13.3
S12000042,   Dundee City,56.8,1.5,4.9,0.6,0.3,0.9,65,19.5,4.8
S12000008,   East Ayrshire,57.9,1.8,6.7,0.9,0.2,3.4,70.9,25.3,6.6
S12000045,   East Dunbartonshire,56,1.1,3.5,0.2,0.1,0.6,61.6,20.7,3.5
S12000010,   East Lothian,52.9,1.9,5.6,0.4,0.2,1.7,62.7,20.6,5.4
S12000011,   East Renfrewshire,48.6,0.8,2.8,0.3,0.1,0.5,53.1,18.3,2.7
S12000036,   Edinburgh City,178.3,4.8,13.4,0.8,1.6,3.3,202.3,58.1,12.8
S12000013,   Eilean Siar ,13.2,0.6,3.7,0.3,0.2,1,19,5.7,3.7
S12000014,   Falkirk,81.2,2.3,8.1,1.6,0.4,1.1,94.6,31.2,7.9
S12000047,   Fife,182.1,5.7,18.8,1.6,1.1,4.1,213.5,71.7,18.3
S12000046,   Glasgow City,204.2,3.5,22.2,3.5,1.6,3,238,78.2,21.8
S12000017,   Highland,118.4,4.7,24.5,2.1,0.8,7.6,158,58.3,23.9
S12000018,   Inverclyde,34.9,0.8,2.3,0.1,0.4,0.3,38.7,12.9,2.2
S12000019,   Midlothian,44.6,1.6,5,0.5,0.2,0.8,52.8,16.5,4.9
S12000020,   Moray,48,2,7.8,0.9,0.2,3,61.7,22,7.6
S12000021,   North Ayrshire,62.6,1.9,6.3,0.8,0.3,1.4,73.3,24.8,6.1
S12000044,   North Lanarkshire,152.5,3,16.7,3.1,0.7,1.5,177.5,64.4,16.5
S12000023,   Orkney Islands,11.3,0.6,3,0.2,0.1,2.2,17.5,5.1,2.9
S12000048,   Perth and Kinross,78.1,2.6,11.3,1.5,0.3,6,99.8,35.8,10.9
S12000038,   Renfrewshire,124.7,2,15.5,1.5,0.5,1.1,145.3,49.2,15.2
S12000026,   Scottish Borders,60.6,2.1,10,1.7,0.2,4.9,79.5,28.1,9.7
S12000027,   Shetland Islands,11.7,0.6,3.3,0.3,0.1,1,17,5.2,3.2
S12000028,   South Ayrshire,56.2,1.7,5.8,0.4,0.5,1.9,66.6,22.6,5.7
S12000029,   South Lanarkshire,154.9,3.4,15.1,2.6,0.7,3,179.7,65.1,14.8
S12000030,   Stirling,59.2,1.2,8.8,0.7,0.2,1.3,71.4,28.3,8.6
S12000039,   West Dunbartonshire,39.5,0.9,8.5,0.3,0.2,0.4,49.8,15.8,8.5
S12000040,   West Lothian,89,2.7,9.8,2.2,0.5,1.7,105.8,34.7,9.6
,   Local Authority unknown 3,0.5,0.1,0.1,-,-,0.1,0.9,0.1,0.1
N92000002,Northern Ireland,982.6,23,122.1,24.2,5.5,35.7,"1,193.10",558.8,120.9
N09000001,   Antrim and Newtownabbey,80.8,2,11.2,2.5,0.4,1.9,98.7,39.6,11.1
N09000011,   Ards and North Down,90.9,3.2,6.8,0.9,0.2,1.5,103.5,35.7,6.6
N09000002,"   Armagh City, Banbridge and Craigavon",115.8,2.9,13.9,4.1,0.5,4.1,141.3,70.2,13.8
N09000003,   Belfast,140.4,2.7,11.2,1.6,2.1,0.8,158.8,59.7,11
N09000004,   Causeway Coast and Glens,75.7,2.1,10.4,1.7,0.3,4.5,94.7,49.1,10.3
N09000005,   Derry City and Strabane,73.4,1.2,10,1.6,0.3,2.4,88.9,49.4,10
N09000006,   Fermanagh and Omagh,65.2,1.4,12.1,2.3,0.5,5.2,86.6,49,12
N09000007,   Lisburn and Castlereagh,81.9,2.2,7.7,1.8,0.3,2.2,96.2,37,7.6
N09000008,   Mid and East Antrim,78.4,2.6,8.5,1.7,0.2,3.5,94.9,42.2,8.4
N09000009,   Mid Ulster,79.7,1.2,15.7,3,0.3,5.4,105.3,60.3,15.6
N09000010,"   Newry, Mourne and Down",97.5,1.6,13.7,2.9,0.4,3.8,119.7,64.7,13.5
,   Local Authority unknown 3,3,-,0.9,0.1,-,0.4,4.5,1.8,0.9
,Vehicle under disposal,646,13.3,72.2,7.3,1.5,14.6,754.8,286.9,70.9
,Region/Country unknown 3,1.6,0.7,0.7,-,-,0.7,3.8,0.3,0.4
